Show Id;Type;Title;Country;Date Added;Release Year;Rating;Duration;Listed In
s2080;Movie;Eyyvah Eyyvah 2;Turkey;March 10, 2017;2011;TV-PG;106 min;Comedies, International Movies, Romantic Movies
s2081;Movie;Eyyvah Eyyvah 3;Turkey;March 10, 2017;2014;TV-PG;103 min;Comedies, International Movies
s2082;TV Show;Ezel;Turkey;December 26, 2016;2009;TV-14;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s2083;TV Show;Filho do mar;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";April 27, 2018;2016;TV-14;1 Season;International TV Shows, TV Dramas
s2084;TV Show;F is for Family;United States, France, Canada;June 12, 2020;2020;TV-MA;4 Seasons;TV Comedies
s2085;Movie;F the Prom;United States;March 5, 2018;2017;TV-MA;92 min;Comedies, Romantic Movies
s2086;Movie;F.R.E.D.I.;United States;December 15, 2018;2018;TV-PG;90 min;Children & Family Movies, Sci-Fi & Fantasy
s2087;Movie;Fabrizio Copano: Solo pienso en mi;Chile;September 8, 2017;2017;TV-MA;60 min;Stand-Up Comedy
s2088;TV Show;Fabulous Lives of Bollywood Wives;India;November 27, 2020;2020;TV-MA;1 Season;International TV Shows, Reality TV
s2089;Movie;Face 2 Face;United States;January 15, 2018;2017;TV-MA;89 min;Dramas, Independent Movies
s2090;Movie;Fadily Camara : La plus dra�le de tes copines;France;November 14, 2019;2019;TV-MA;54 min;Stand-Up Comedy
s2091;TV Show;Fairy Tail;Japan;April 1, 2017;2009;TV-MA;1 Season;Anime Series, International TV Shows
s2092;Movie;Faith, Hope & Love;United States;February 4, 2020;2019;PG;106 min;Comedies, Faith & Spirituality, Romantic Movies
s2093;TV Show;Fake or Fortune?;United Kingdom;July 26, 2019;2015;TV-G;1 Season;British TV Shows, Crime TV Shows, Docuseries
s2094;Movie;Fakkah Fuzz: Almost Banned;Singapore;January 26, 2018;2018;TV-MA;61 min;Stand-Up Comedy
s2095;Movie;Fakta Ladh Mhana;India;February 15, 2018;2011;TV-14;150 min;Action & Adventure, Dramas, International Movies
s2096;Movie;Fall Girls;United States;January 1, 2020;2019;TV-14;80 min;Comedies
s2097;TV Show;Fall in Love with Me;Taiwan;October 1, 2016;2014;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies
s2098;Movie;Fallen;United States;November 1, 2019;1998;R;124 min;Thrillers
s2099;TV Show;Fallet;Sweden;April 1, 2018;2017;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Comedies
s2100;Movie;Falling Inn Love;United States;August 29, 2019;2019;TV-PG;98 min;Comedies, Romantic Movies
s2101;TV Show;Falsa identidad;Mexico, United States;June 1, 2019;2018;TV-MA;1 Season;Crime TV Shows, Spanish-Language TV Shows, TV Dramas
s2102;Movie;Falz Experience;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";December 20, 2019;2018;TV-MA;82 min;International Movies, Music & Musicals
s2103;TV Show;Familiar Wife;South Korea;October 1, 2020;2018;TV-MA;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s2104;Movie;Familiye;Germany;May 1, 2019;2017;TV-MA;99 min;Dramas, Independent Movies, International Movies
s2105;Movie;Family Blood;United States;May 5, 2018;2018;TV-MA;92 min;Horror Movies
s2106;TV Show;Family Business;France;September 11, 2020;2020;TV-MA;2 Seasons;International TV Shows, TV Comedies, TV Dramas
s2107;TV Show;Family Reunion;United States;January 20, 2020;2020;TV-PG;2 Seasons;Kids TV, TV Comedies
s2108;Movie;Famous in Ahmedabad;India;December 15, 2016;2015;TV-14;29 min;Documentaries, International Movies
s2109;Movie;Fan of Amoory;United Arab Emirates;May 14, 2020;2018;TV-G;109 min;Children & Family Movies, Dramas, International Movies
s2110;Movie;Fanatic;United States;August 24, 2019;2019;TV-14;91 min;Thrillers
s2111;Movie;Fanatyk;Poland;February 14, 2020;2017;TV-MA;33 min;Comedies, Dramas, Independent Movies
s2112;Movie;Fandry;India;January 1, 2018;2014;NR;102 min;Dramas, Independent Movies, International Movies
s2113;TV Show;Fangbone;Canada;April 22, 2017;2016;TV-Y7;1 Season;Kids TV, TV Comedies
s2114;Movie;Fantastica;Philippines;November 26, 2020;2018;TV-PG;114 min;Comedies, International Movies, LGBTQ Movies
s2115;Movie;Faraar;Australia;December 1, 2018;2015;TV-14;146 min;Action & Adventure, Dramas, International Movies
s2116;Movie;Farce;Egypt;June 6, 2019;2017;TV-MA;94 min;Comedies, International Movies
s2117;TV Show;Fartsa;Russia;August 1, 2017;2015;TV-14;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s2118;TV Show;Fary : Hexagone;France;April 16, 2020;2020;TV-MA;2 Seasons;International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies
s2119;Movie;Fary Is the New Black;France;April 3, 2018;2018;TV-MA;75 min;Stand-Up Comedy
s2120;Movie;Fashion;India;August 2, 2018;2008;TV-MA;158 min;Dramas, International Movies
s2121;TV Show;Fast & Furious Spy Racers;United States;December 26, 2020;2020;TV-Y7;3 Seasons;Kids TV
s2122;TV Show;Fastest Car;United States;September 20, 2019;2019;TV-MA;2 Seasons;Reality TV
s2123;Movie;Fat Ballerina - David A. Arnold;United States;March 2, 2020;2020;TV-MA;61 min;Stand-Up Comedy
s2124;Movie;Fatal Affair;United States;July 16, 2020;2020;TV-14;90 min;Thrillers
s2125;TV Show;Fatal Destiny;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";July 13, 2018;2016;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Action & Adventure
s2126;TV Show;Fate/Apocrypha;Japan;November 7, 2017;2017;TV-MA;2 Seasons;Anime Series, International TV Shows
s2127;TV Show;Fate/EXTRA Last Encore;Japan;October 30, 2018;2018;TV-MA;2 Seasons;Anime Series, International TV Shows
s2128;Movie;Fate/Grand Order -First Order-;Japan;September 1, 2020;2016;TV-14;72 min;Action & Adventure, Anime Features, International Movies
s2129;TV Show;Fate/stay night: Unlimited Blade Works;Japan;December 20, 2018;2015;TV-14;2 Seasons;Anime Series, International TV Shows
s2130;TV Show;Fate/Zero;Japan;June 15, 2019;2012;TV-MA;2 Seasons;Anime Series, International TV Shows
s2131;TV Show;Father Brown;United Kingdom; March 31, 2018;2017;TV-14;6 Seasons;British TV Shows, Crime TV Shows, TV Dramas
s2132;Movie;Father of the Year;United States;July 20, 2018;2018;TV-MA;95 min;Comedies
s2133;Movie;Father Soldier Son;United States;July 17, 2020;2020;R;100 min;Documentaries
s2134;Movie;Fatso;India;February 15, 2019;2012;TV-14;97 min;Comedies, Dramas, International Movies
s2135;TV Show;Fauda;Israel;April 16, 2020;2020;TV-MA;3 Seasons;Crime TV Shows, International TV Shows, TV Action & Adventure
s2136;Movie;Fear and Loathing in Las Vegas;United States;November 1, 2019;1998;R;118 min;Comedies, Cult Movies, Dramas
s2137;TV Show;Fear City: New York vs The Mafia;United States;July 22, 2020;2020;TV-MA;1 Season;Crime TV Shows, Docuseries
s2138;TV Show;Fear Files... Har Mod Pe Darr;India;June 1, 2017;2015;TV-MA;1 Season;International TV Shows, TV Horror, TV Thrillers
s2139;Movie;Fearless;Canada;August 14, 2020;2020;TV-Y7;92 min;Children & Family Movies, Comedies
s2140;TV Show;Feel Good;United Kingdom;March 20, 2020;2020;TV-MA;1 Season;Romantic TV Shows, TV Comedies, TV Dramas
s2141;Movie;Feel Rich;United States;August 23, 2017;2017;TV-MA;70 min;Documentaries
s2142;Movie;Feel the Beat;United States;June 19, 2020;2020;TV-G;110 min;Children & Family Movies, Comedies, Dramas
s2143;TV Show;Felipe Esparza: Bad Decisions;United States;September 1, 2020;2020;TV-MA;1 Season;Stand-Up Comedy & Talk Shows, TV Comedies
s2144;Movie;Felipe Esparza: Theyre Not Going to Laugh at You;United States;July 3, 2018;2012;TV-MA;58 min;Stand-Up Comedy
s2145;Movie;Felipe Neto: My Life Makes No Sense;Brazil;March 24, 2017;2017;TV-MA;91 min;Stand-Up Comedy
s2146;Movie;Felix Lobrecht: Hype;Germany;November 3, 2020;2020;TV-MA;60 min;Stand-Up Comedy
s2147;Movie;Feminists: What Were They Thinking?;United States;October 12, 2018;2018;TV-MA;86 min;Documentaries, LGBTQ Movies
s2148;Movie;Feo pero sabroso;Colombia;August 30, 2019;2018;TV-MA;91 min;Comedies, International Movies
s2149;Movie;Fernando Sanjiao: Hombre;Argentina;May 25, 2018;2018;TV-MA;63 min;Stand-Up Comedy
s2150;Movie;Ferrari Ki Sawaari;India;August 1, 2019;2012;TV-PG;133 min;Comedies, International Movies, Sports Movies
s2151;Movie;Ferris Buellers Day Off;United States;January 3, 2020;1986;PG-13;103 min;Classic Movies, Comedies, Cult Movies
s2152;Movie;Fida;India;October 13, 2020;2004;TV-14;117 min;International Movies, Romantic Movies, Thrillers
s2153;Movie;Fiddler on the Roof;United States;July 1, 2020;1971;G;181 min;Classic Movies, Dramas, Music & Musicals
s2154;Movie;Fierce;Poland;December 2, 2020;2020;TV-MA;118 min;Comedies, Dramas, International Movies
s2155;Movie;Fifty;Nigeria;December 28, 2015;2015;NR;101 min;Dramas, International Movies
s2156;Movie;Fifty Year Old Teenager;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";May 21, 2020;1996;TV-14;204 min;Comedies, International Movies
s2157;TV Show;Fifty: The Series;Nigeria;February 7, 2020;2018;TV-14;2 Seasons;International TV Shows, Romantic TV Shows, TV Dramas
s2158;Movie;Figaro Pho;United Kingdom;September 1, 2016;2008;TV-Y7;29 min;Children & Family Movies, Comedies
s2159;TV Show;FIGHTWORLD;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";October 12, 2018;2018;TV-MA;1 Season;Docuseries
s2160;Movie;Figures of Speech;United States;December 21, 2016;2016;TV-PG;92 min;Documentaries
s2161;TV Show;Filinta;Turkey;April 15, 2017;2015;TV-14;2 Seasons;Crime TV Shows, International TV Shows, TV Action & Adventure
s2162;Movie;Filmworker;United States;November 1, 2018;2017;TV-MA;94 min;Documentaries
s2163;Movie;Filosofi Kopi The Movie;Indonesia;October 11, 2018;2015;TV-PG;118 min;Dramas, International Movies
s2164;Movie;Final Destination;United States;January 1, 2020;2000;R;98 min;Cult Movies, Horror Movies, Thrillers
s2165;Movie;Final Destination 2;United States, Canada;January 1, 2020;2003;R;90 min;Horror Movies, Thrillers
s2166;Movie;Final Destination 3;United States, Germany;January 1, 2020;2006;R;93 min;Horror Movies
s2167;TV Show;FINAL FANTASY XIV Dad of Light;Japan;September 1, 2017;2017;TV-PG;1 Season;International TV Shows, TV Dramas
s2168;Movie;Finally Found Someone;Philippines;March 14, 2019;2017;TV-14;125 min;International Movies, Romantic Movies
s2169;TV Show;Find Yourself;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";January 29, 2020;2020;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies
s2170;Movie;Finding Agnes;Philippines;November 30, 2020;2020;TV-PG;106 min;Dramas, International Movies
s2171;Movie;Fire at Sea;Italy, France;March 21, 2017;2016;TV-14;114 min;Documentaries, International Movies
s2172;TV Show;Fire Chasers;United States;September 8, 2017;2017;TV-MA;1 Season;Docuseries, Science & Nature TV
s2173;Movie;Fire in Paradise;United States;November 1, 2019;2019;TV-MA;40 min;Documentaries
s2174;Movie;Fire in the Blood;India;May 13, 2020;2012;TV-14;83 min;Documentaries, International Movies
s2175;Movie;Firebrand;India;February 22, 2019;2019;TV-MA;117 min;Dramas, International Movies
s2176;Movie;Fireflies;India;April 24, 2019;2013;TV-MA;99 min;Dramas, Independent Movies, International Movies
s2177;TV Show;Fireman Sam;United Kingdom;October 15, 2020;2018;TV-Y;4 Seasons;British TV Shows, Kids TV
s2178;Movie;Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";December 21, 2015;2015;TV-G;60 min;Movies
s2179;Movie;Fireplace 4K: Crackling Birchwood from Fireplace for Your Home;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";December 21, 2015;2015;TV-G;60 min;Movies
s2180;Movie;Fireworks;Japan;December 25, 2019;2017;TV-PG;91 min;Anime Features, Romantic Movies
s2181;TV Show;First and Last;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";September 7, 2018;2018;TV-MA;1 Season;Docuseries
s2182;Movie;First Impression;United States;May 17, 2019;2018;TV-14;96 min;Comedies, Romantic Movies
s2183;Movie;First Kill;United Kingdom, Canada, United States;September 1, 2019;2017;R;102 min;Action & Adventure
s2184;Movie;First Kiss;Netherlands;October 1, 2019;2018;TV-14;90 min;Dramas, International Movies, Romantic Movies
s2185;Movie;First Love;Philippines;November 12, 2020;2018;TV-MA;123 min;Dramas, International Movies, Romantic Movies
s2186;Movie;First Match;United States;March 30, 2018;2018;TV-MA;103 min;Dramas, Independent Movies, Sports Movies
s2187;TV Show;First Team: Juventus;United States;July 6, 2018;2018;TV-PG;2 Seasons;Docuseries, International TV Shows
s2188;Movie;First They Killed My Father;Cambodia, United States;September 15, 2017;2017;TV-MA;137 min;Dramas
s2189;Movie;FirstBorn;United Kingdom;March 31, 2017;2016;TV-MA;90 min;Horror Movies, International Movies
s2190;Movie;Fishermans Friends;United Kingdom;October 22, 2020;2019;PG-13;112 min;Comedies, Dramas, Music & Musicals
s2191;Movie;Fishpeople;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";April 1, 2018;2017;TV-14;49 min;Documentaries, Sports Movies
s2192;Movie;Fishtail;United States;October 1, 2018;2015;NR;61 min;Documentaries
s2193;Movie;Fishtronaut: The Movie;Brazil;April 25, 2018;2018;TV-Y;78 min;Children & Family Movies
s2194;TV Show;Fit for Fashion;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }"; December 14, 2018;2015;TV-14;2 Seasons;International TV Shows, Reality TV
s2195;Movie;Fitoor;India;August 2, 2018;2016;TV-14;124 min;Dramas, International Movies, Romantic Movies
s2196;Movie;Fittest in Dubai;United Arab Emirates;April 15, 2020;2019;TV-14;60 min;Documentaries, International Movies, Sports Movies
s2197;TV Show;Five Came Back;United States;March 31, 2017;2017;TV-MA;1 Season;Docuseries
s2198;Movie;Five Elements Ninjas;Hong Kong;September 17, 2019;1982;R;104 min;Action & Adventure, International Movies
s2199;Movie;Five Nights in Maine;United States;April 1, 2017;2015;TV-MA;83 min;Dramas, Independent Movies
s2200;TV Show;Fix It and Finish It;United States; July 20, 2018;2014;TV-G;3 Seasons;Reality TV
s2201;Movie;Fiza;India;August 2, 2018;2000;TV-14;163 min;Dramas, International Movies, Music & Musicals
s2202;TV Show;Flaked;United States;June 2, 2017;2017;TV-MA;2 Seasons;TV Comedies, TV Dramas
s2203;Movie;Flash of Genius;Canada, United States;January 16, 2017;2008;PG-13;119 min;Dramas
s2204;TV Show;Flavorful Origins;China;November 20, 2020;2020;TV-G;3 Seasons;Docuseries, International TV Shows
s2205;Movie;Flavors of Youth: International Version;China, Japan;August 4, 2018;2018;TV-PG;74 min;Anime Features, International Movies, Romantic Movies
s2206;Movie;Flimflam;Egypt;June 13, 2019;2016;TV-14;102 min;Comedies, International Movies
s2207;TV Show;Flinch;United Kingdom;May 3, 2019;2019;TV-PG;1 Season;Reality TV
s2208;TV Show;Flint Town;United States;March 2, 2018;2018;TV-MA;1 Season;Docuseries, Science & Nature TV
s2209;Movie;Flock of Four;United States;August 1, 2018;2018;TV-MA;83 min;Dramas, Independent Movies, Music & Musicals
s2210;TV Show;Floor Is Lava;United States;June 19, 2020;2020;TV-PG;1 Season;Reality TV
s2211;TV Show;Flowering Heart;South Korea;July 1, 2019;2016;TV-Y7;1 Season;Kids TV, Korean TV Shows
s2212;TV Show;Flowers;United Kingdom;December 15, 2018;2018;TV-MA;2 Seasons;British TV Shows, International TV Shows, TV Comedies
s2213;Movie;Flying Guillotine 2;Hong Kong;July 31, 2018;1978;TV-MA;88 min;Action & Adventure, International Movies
s2214;Movie;Follow Me;United Arab Emirates, United States, United Kingdom;November 16, 2018;2017;TV-MA;86 min;Documentaries, International Movies
s2215;TV Show;Follow This;United States;November 1, 2018;2018;TV-MA;3 Seasons;Docuseries
s2216;TV Show;Followers;Japan;February 27, 2020;2020;TV-MA;1 Season;International TV Shows, TV Dramas
s2217;Movie;Food on the Go;Argentina, Italy;May 16, 2018;2017;TV-MA;66 min;Documentaries, International Movies
s2218;TV Show;Food Wars!: Shokugeki no Soma;Japan;October 1, 2020;2016;TV-MA;2 Seasons;Anime Series, International TV Shows, Teen TV Shows
s2219;TV Show;Food: Delicious Science;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";October 1, 2017;2017;TV-PG;1 Season;Docuseries, Science & Nature TV
s2220;TV Show;Footprints in the Sand;United States;October 16, 2017;2011;TV-14;1 Season;International TV Shows, TV Dramas
s2221;Movie;Footprints: The Path of Your Life;Spain;June 30, 2017;2015;PG;90 min;Documentaries, Faith & Spirituality, International Movies
s2222;Movie;For Colored Girls;United States;May 1, 2020;2010;R;134 min;Dramas
s2223;Movie;For Grace;United States;March 2, 2016;2015;TV-PG;92 min;Documentaries
s2224;Movie;For Greater Glory;Mexico;August 2, 2019;2012;R;145 min;Dramas, International Movies
s2225;Movie;For Here or to Go?;United States, India;August 15, 2018;2015;TV-MA;105 min;Comedies, Dramas, Independent Movies
s2226;Movie;For Love or Money;United Kingdom;August 16, 2019;2019;TV-MA;95 min;Comedies
s2227;Movie;For the Birds;United States;September 1, 2019;2018;TV-MA;93 min;Documentaries
s2228;Movie;For the Broken Hearted;Philippines;April 15, 2020;2018;TV-14;93 min;Dramas, International Movies, Romantic Movies
s2229;Movie;For the Love of Benji;United States;March 6, 2018;1977;G;84 min;Children & Family Movies
s2230;Movie;For the Love of Spock;Canada, United States;December 2, 2016;2016;TV-14;112 min;Documentaries
s2231;TV Show;For the Win;United States;December 31, 2018;2017;TV-14;1 Season;Reality TV
s2232;Movie;For Your Own Good;Spain;October 1, 2017;2017;TV-MA;93 min;Comedies, International Movies
s2233;Movie;Forbidden Games: The Justin Fashanu Story;United Kingdom;December 1, 2017;2017;TV-14;81 min;Documentaries, International Movies, LGBTQ Movies
s2234;Movie;Forbidden Planet;United States;November 1, 2019;1956;G;98 min;Action & Adventure, Classic Movies, Sci-Fi & Fantasy
s2235;Movie;Force 2;India;February 27, 2017;2016;TV-14;123 min;Action & Adventure, International Movies
s2236;TV Show;Forces of Nature;United Kingdom;March 1, 2017;2016;TV-PG;1 Season;British TV Shows, Docuseries, Science & Nature TV
s2237;Movie;Forensic;India;June 7, 2020;2020;TV-14;132 min;International Movies, Thrillers
s2238;TV Show;Forensic Files;United States;September 1, 2016;2011;TV-MA;9 Seasons;Crime TV Shows, Docuseries, Science & Nature TV
s2239;TV Show;Forest of Piano;Japan;June 24, 2019;2019;TV-14;2 Seasons;Anime Series, International TV Shows
s2240;Movie;Forever Chape;Brazil;August 2, 2018;2018;TV-MA;74 min;Documentaries, International Movies, Sports Movies
s2241;Movie;Forever Pure;United Kingdom, Israel, Russia;May 29, 2017;2016;TV-MA;87 min;Documentaries, International Movies, Sports Movies
s2242;TV Show;Forged in Fire;United States;November 1, 2020;2019;TV-14;1 Season;Reality TV
s2243;TV Show;Forget Me Not;United Kingdom;September 18, 2017;2011;TV-MA;1 Season;International TV Shows, TV Dramas
s2244;Movie;Forgive Us Our Debts;Italy, Switzerland, Albania, Poland;May 4, 2018;2018;TV-MA;105 min;Dramas, International Movies
s2245;Movie;Forgotten;South Korea;February 21, 2018;2017;TV-MA;109 min;Dramas, International Movies, Thrillers
s2246;Movie;Forks Over Knives;United States;October 3, 2019;2011;PG;96 min;Documentaries
s2247;TV Show;Formula 1: Drive to Survive;United Kingdom;February 28, 2020;2020;TV-MA;2 Seasons;Docuseries
s2248;Movie;Fortune Feimster: Sweet & Salty;United States;January 21, 2020;2020;TV-MA;61 min;Stand-Up Comedy
s2249;Movie;Four Christmases;Germany, United States;January 1, 2021;2008;PG-13;88 min;Comedies, Romantic Movies
s2250;TV Show;Four Seasons in Havana;Spain, Cuba;December 9, 2016;2016;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows
s2251;Movie;Four Sisters and a Wedding;Philippines;February 27, 2019;2013;TV-14;125 min;Comedies, Dramas, International Movies
s2252;Movie;Four Weddings and a Funeral;United Kingdom;August 1, 2019;1994;R;118 min;Classic Movies, Comedies, International Movies
s2253;Movie;Fracture;United States, Germany;April 1, 2019;2007;R;113 min;Dramas, Thrillers
s2254;Movie;Fractured;United States;October 11, 2019;2019;TV-MA;100 min;Thrillers
s2255;Movie;Franca: Chaos and Creation;United States, Italy;October 1, 2017;2016;TV-MA;79 min;Documentaries, International Movies
s2256;Movie;Frances Ha;United States, Brazil;October 1, 2017;2012;R;86 min;Comedies, Dramas, Independent Movies
s2257;Movie;Francesco De Carlo: Cose di Questo Mondo;Italy;April 12, 2019;2019;TV-MA;61 min;Stand-Up Comedy
s2258;Movie;Franco Escamilla: Bienvenido al mundo;Mexico;April 17, 2019;2019;TV-MA;54 min;Stand-Up Comedy
s2259;Movie;Franco Escamilla: Por la anEcdota;Mexico;June 8, 2018;2018;TV-MA;66 min;Stand-Up Comedy
s2260;Movie;Frank & Lola;United States;March 1, 2020;2016;TV-MA;87 min;Dramas, Thrillers
s2261;Movie;Frank and Cindy;United States;April 1, 2016;2007;TV-MA;70 min;Documentaries, Music & Musicals
s2262;TV Show;Frank Elstner: Just One Last Question;Germany;June 12, 2020;2020;TV-MA;1 Season;International TV Shows, Stand-Up Comedy & Talk Shows
s2263;Movie;Frankensteins Monsters Monster, Frankenstein;United States;July 16, 2019;2019;TV-14;32 min;Comedies
s2264;TV Show;Frasier;United States;"function (years, refDate) {
    var date = new Date();
    if (typeof refDate !== ""undefined"") {
      date = new Date(Date.parse(refDate));
    }

    var range = {
      min: 1000,
      max: (years || 1) * 365 * 24 * 3600 * 1000
    };

    var past = date.getTime();
    past -= faker.datatype.number(range); // some time from now to N years ago, in milliseconds
    date.setTime(past);

    return date;
  }";2003;TV-PG;11 Seasons;Classic & Cult TV, TV Comedies
s2265;Movie;Frat Star;United States;April 10, 2017;2017;TV-MA;85 min;Comedies
s2266;Movie;Freak Show;United States;August 13, 2020;2018;TV-MA;91 min;Comedies, Dramas, Independent Movies
s2267;Movie;Freaks;United States, Canada;March 3, 2020;2018;R;105 min;Independent Movies, Sci-Fi & Fantasy, Thrillers
s2268;Movie;Freaks - You are One of Us;Germany;September 2, 2020;2020;TV-MA;93 min;Dramas, Independent Movies, International Movies
s2269;Movie;Fred Armisen: Standup For Drummers;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";February 6, 2018;2018;TV-PG;65 min;Music & Musicals, Stand-Up Comedy
s2270;Movie;Fred Claus;United States;January 1, 2021;2007;PG;115 min;Children & Family Movies, Comedies
s2271;Movie;Free Fire;United Kingdom;October 21, 2019;2016;R;91 min;Action & Adventure, Comedies, Independent Movies
s2272;TV Show;Free Rein;United States;July 6, 2019;2019;TV-G;3 Seasons;British TV Shows, Kids TV, TV Dramas
s2273;Movie;Free Rein: The Twelve Neighs of Christmas;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";December 7, 2018;2018;TV-G;58 min;Children & Family Movies, Dramas
s2274;Movie;Free Rein: Valentines Day;United States;February 1, 2019;2019;TV-G;51 min;Children & Family Movies, Dramas
s2275;Movie;Free State of Jones;United States;October 1, 2020;2016;R;139 min;Action & Adventure, Dramas
s2276;Movie;Free Willy;United States, France, Mexico;January 1, 2020;1993;PG;112 min;Children & Family Movies, Dramas
s2277;Movie;Freedom at Midnight;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";October 1, 2018;2018;TV-MA;135 min;Dramas, International Movies, Thrillers
s2278;Movie;Freej Al Taibeen;United Arab Emirates;May 29, 2020;2018;TV-PG;99 min;Comedies, Dramas, International Movies
s2279;Movie;Freeway: Crack in the System;United States, Nicaragua;December 15, 2017;2015;R;103 min;Documentaries
s2280;Movie;Freezers Campaign;Egypt;June 6, 2019;2016;TV-MA;116 min;Comedies, International Movies
s2281;Movie;French Dirty;United States;February 4, 2016;2015;TV-MA;72 min;Dramas, Independent Movies
s2282;Movie;French Toast;South Africa;February 12, 2020;2015;TV-PG;86 min;Comedies, International Movies, Romantic Movies
s2283;TV Show;Frequency;United States;September 4, 2017;2016;TV-14;1 Season;Crime TV Shows, TV Dramas, TV Mysteries
s2284;Movie;Freshman Year;United States;March 3, 2020;2019;TV-PG;104 min;Dramas, Faith & Spirituality
s2285;TV Show;Freud;Austria, Germany;March 23, 2020;2020;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s2286;TV Show;Friday Night Tykes;United States; January 17, 2018;2017;TV-PG;4 Seasons;Docuseries, Reality TV
s2287;Movie;Friday the 13th;United States;January 1, 2020;2009;R;97 min;Horror Movies
s2288;Movie;Friend Request;Germany;April 18, 2018;2016;R;92 min;Horror Movies, International Movies
s2289;TV Show;Friends;United States;"function (years, refDate) {
    var date = new Date();
    if (typeof refDate !== ""undefined"") {
      date = new Date(Date.parse(refDate));
    }

    var range = {
      min: 1000,
      max: (years || 1) * 365 * 24 * 3600 * 1000
    };

    var past = date.getTime();
    past -= faker.datatype.number(range); // some time from now to N years ago, in milliseconds
    date.setTime(past);

    return date;
  }";2003;TV-14;10 Seasons;Classic & Cult TV, TV Comedies
s2290;TV Show;Friends from College;United States;January 11, 2019;2019;TV-MA;2 Seasons;Romantic TV Shows, TV Comedies
s2291;Movie;Friendship;India;April 1, 2020;1980;TV-14;161 min;Action & Adventure, Dramas, International Movies
s2292;Movie;From A to B;United Arab Emirates, Jordan, Lebanon;June 11, 2020;2014;TV-MA;104 min;Comedies, Dramas, International Movies
s2293;TV Show;From Dusk Till Dawn;United States;December 5, 2016;2016;TV-MA;3 Seasons;Classic & Cult TV, TV Action & Adventure, TV Horror
s2294;Movie;From Japan to Egypt;Egypt;June 6, 2019;2017;TV-14;93 min;Children & Family Movies, Comedies, Dramas
s2295;Movie;From One Second to the Next;United States;April 15, 2014;2013;TV-14;35 min;Documentaries
s2296;Movie;From Paris with Love;France, United Kingdom, United States;September 8, 2020;2010;R;93 min;Action & Adventure, International Movies
s2297;Movie;Froning: The Fittest Man in History;United States;July 15, 2018;2016;PG;99 min;Documentaries, International Movies, Sports Movies
s2298;Movie;Fronteras;United States;February 9, 2020;2018;TV-MA;106 min;Dramas, Independent Movies, Thrillers
s2299;TV Show;Frontier;Canada;November 23, 2018;2018;TV-MA;3 Seasons;International TV Shows, TV Action & Adventure, TV Dramas
s2300;TV Show;Frozen Planet;United Kingdom, United States, Spain, Germany, Greece, Canada;January 28, 2016;2011;TV-PG;1 Season;British TV Shows, Docuseries, International TV Shows
s2301;Movie;Frozen Planet: On Thin Ice;United Kingdom, United States, Spain, Germany, Greece, Canada;January 28, 2016;2011;TV-PG;47 min;Movies
s2302;Movie;Frozen Planet: The Epic Journey;United Kingdom, United States, Spain, Germany, Greece, Canada;January 28, 2016;2011;TV-PG;52 min;Movies
s2303;Movie;Frozen River;United States;July 1, 2019;2008;R;97 min;Dramas, Independent Movies
s2304;Movie;Fruitvale Station;United States;November 12, 2020;2013;R;85 min;Dramas, Independent Movies
s2305;TV Show;Fugitiva;Spain;November 23, 2018;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows
s2306;Movie;Fukrey;India;December 15, 2019;2013;TV-14;135 min;Action & Adventure, Comedies, Dramas
s2307;TV Show;Fukrey Boyzzz;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";September 19, 2020;2020;TV-Y;1 Season;Kids TV, TV Comedies
